project_id,text,simple_md5,sector,purpose,act_code1,act_code2,act_code3,act_code4,act_code5,act_code6,act_code7,act_code8,act_code9,act_code10,act_code11,act_code12,act_code13,act_code14,act_code15,act_code16,act_code17,act_code18,act_code19,act_code20,act_code21,act_code22,act_code23,act_code24,act_code25,act_code26,act_code27,act_code28,act_code29,act_code30,act_code31,act_code32,act_code33
2438712,EDUCATION SECTOR (PHASE II) United States PANAMA IS PROVIDED WITH LOAN TO TRANSFORM AND DEVELOP GENERAL BASIC SCHOOL SYSTEM (GRADES 1-9) MAKING IT MORE RESPONSIVE TO NEEDS OF RURAL POOR. THIS SUB-PROJ IS ONE OF 4 COMPONENTS TO UPGRADE QUALITY OF EDUCATION. MINISTRY OF EDUCATION (MOE) WILL ADMINISTER PROJECT. ACTIVITIES WILL INCLUDE CURRICULUM DEVELOPMENT AND CONSTRUCTION OF SCHOOLS. FOUR 4-MONTH WORKSHOPS ARE PLANNED TO DEVELOP CURRICULUM GEARED TO SPECIFIC NEEDS OF RURAL STUDENTS. CURRICULUM WILL INCLUDE AGRICULTURAL AND INDUSTRIAL ARTS. MOE PRINTING CENTER TO BE UPGRADED AND CURRICULUM LIBRARY ESTABLISHED. LOAN PROVIDES FOR EXTERNAL TECHNICAL ASSISTANCE TO TRAIN MOE PERSONNEL. CONSTRUCTION OR CONVERSION OF 33 BASIC CYCLE SCHOOLS (GRADES 7-9) IS PLANNED. MOST WILL BE LOCATED IN RURAL AREAS.,d8b303482e53c76244cff9c254033f48,112,11220,11110.06,11220.03,11220.04,11330.02,11120.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436896,"RURAL PRIMARY EDUCATION United States Loan and grant are provided the Government of Honduras (GOH) to expand and improve primary education in five rural departments. The Ministry of Education will implement the project with expatriate technical assistance. The project has four components. (1) To allow rational resource allocation, educational mapping detailing classrooom number, location, and condition will be completed for four departments (the fifth is already mapped), and 2,100 new and 1,000 existing classrooms will be constructed/renovated (standard 6m x 8m, with concrete and brick, asbestos roofs) and equipped. (2) Some 600 units will be built to provide teachers, especially those who are single, with rent-free housing. (3) To ensure school building maintenance, a maintenance manual will be developed for teachers, who will also receive motivational training and modest funds for simple, preventive maintenance work with student help. Also, 18 departmental maintenance agents and 18 assistants will be hired, and a department-level maintenance system will be established under the Directorate General of School Construction. (4) The system of educational supervision and in-service training (ITT) will be improved. Twelve new teachers will be hired for MOE's Pedagogical/ITT Group Section, whose training curricula will be upgraded, and a long-range training plan will be developed for all educational personnel. The new teachers, along with national and developmental supervisors, will participate in a month-long orientational/motivational course (five such courses are planned) on the project's relation to the national Educational Plan and specific educational issues. Eight ITT Groups, two Pedagogical Sections, and one national supervisor will receive specialized 4-month training abroad and, along with the 12 new trainers, university-level training in general and specialized educational courses. Other training includes 14 2-week courses for supervisors in such areas as course content and community relations and a 15-day course in the production/use of modular teaching materials. The project should increase target area school enrollment from 69% to 86%. Project Paper Amendment No. 1 of 7/28/83 adds, as Phase II of the project, a fifth component: designing and formally establishing a Management Information System (MIS) in the MOE. This effort, which will require expanding and training MOE staff, will include conducting feasibility studies for priority subsystems of the MIS (e.g., in areas such as educational facilities, human resources management, and secondary education) and the active development of a subsystem for educational statistics. (PD-AAN-524)",df065d91970cc99316db87b91adaf699,112,11220,11110.06,11120.03,11220.02,11220.03,11220.05,11220.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423439,"Education Project (03) World Bank - International Development Association (IDA) Education (Primary education): 100 The project would continue to support the basic education reform and increase access to primary education in rural areas through: (i) a school mapping exercise to determine school locations; (ii) the construction of 180 classrooms and corresponding teacher accommodations; (iii) revision and testing of curricula; (iv) assistance in developing textbooks and teacher guides; (v) training and retraining of teachers, school directors and other supervisory personnel; (vi) provision of equipment, furniture, office supplies and motorcycles for the pedagogical supervision unit; (vii) financial support, equipment and office supplies for the Education Reform Committee; (viii) monitoring and evaluation studies; and (ix) technical assistance to develop a standard curriculum and examination procedures for a Government-endorsed certificate in accountancy.",e013df3251db9f47859a07399829f0fc,112,11220,11110.06,11120.03,11182.02,11220.02,11220.03,11220.05,11220.06,11430.05,11110.02,,,,,,,,,,,,,,,,,,,,,,,,
2424542,"Education Project (03) World Bank - International Development Association (IDA) Education (Primary education): 100 The proposed project is designed to support a program to improve primary education in rural areas by replacing existing dilapidated schools and by undertaking a series of studies aimed at introducing a more efficient administration of education. The proposed project consists of the following main components: constructing and equipping 200 buildings for up to 60 rural primary school complexes; technical assistance, and provision of staff, to (a) establish a permanent schoolbuilding unit within the Ministry of Civil Engineering; (b) train building site supervisors and technicians; and (c) supervise school construction; technical assistance to develop and introduce curricula for the Industrial Technical Secondary School at N'Djamena; technical assistance to undertake studies of education financing, public administration and primary education; technical assistance to the Agricultural Technician Training Centre in Sahr; and provision of staff, equipment and operating expenses for the project office.",e7dc0ce0fc98dc50c273720f9da5c312,112,11220,11110.06,11220.02,11220.03,11220.05,11220.06,11330.02,31181.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2434634,"Interactive Radio Learning United States Project, follow-on to 5110597, to institutionalize the use of interactive radio instruction (IRI) to improve health and math education in Bolivia's basic education system. The Ministry of Education and Culture (MEC) will implement the project with help from a U.S. contractor, Education Development Center, Inc. (EDC). The project will (1) institutionalize math curricula for grades 2-5; (2) develop a health curriculum for grades 3-5; (3) conduct related monitoring and evaluation; and (4) extend IRI to out-of- school children and adults. The IRI math curriculum developed under project 5110597 for grades 2-3 will be institutionalized in at least 7 of the country's 9 departments. A key activity in this process will be the development of a multiplier-type training of trainers program in which PVO subcontractor instructors will train MEC supervisors and teachers in IRI methodology; the latter will in turn train school directors, who will in their turn be responsible for training additional teachers. Additional outputs include teachers' guides; agreements with radio stations for transmitting the lessons; a system for distributing and maintaining radios; and training of supervisors in evaluation of the IRI lessons. While the math curriculum is being implemented nationwide, EDC and participating NGO's will develop health curriculum modules and teachers' guides for grades 3-5. These will be tested in 20 schools and upon validation implemented in all schools receiving math broadcasts. Since one of the units will cover first aid, the project will offer teacher training in this area and provide each pilot school with a first aid kit. In areas where there are no health workers, motivated teachers will be encouraged to provide both first aid and primary health measures such as oral rehydration packets. To extend the effects of IRI health education into the communities, PVO and MOH health promoters will be invited to listen to the IRI broadcasts and will be given teachers' guides, which they can adapt for use with their adult clients. The project will conduct baseline studies for the development of the health modules, operations research to measure behavioral outcomes, and formative and summative evaluations based on both formal testing and classroom observations. During the project's second and third years, a pilot program will be undertaken to make IRI broadcasts available to out-of-school children and to interested adults. Potential activities include publicizing broadcast times, possible broadcasting at alternative times of day when working people are able to listen, and developing study guides.",ed5c3d9df15b2dfdfa25d05d2bdbf873,112,11220,11110.06,11130.01,11220.01,11220.04,11220.05,11230.02,12250.01,12261.01,11182.03,22030.01,,,,,,,,,,,,,,,,,,,,,,,
40625086,"Haiti Education for All Fast-Track Initiative Catalytic Fund World Bank - Managed Trust Funds Project DescriptionŒæThe objective of the Project is to assist the Recipient in implementing its NationalŒæEducation for All Strategy (SNA/EPT) through the improvement of: (a) access to primaryŒæeducation for poor children aged 6-12; and (b) equity, quality and governance in theŒæRecipient¥Ë_s education sector.ŒæŒæThe Project consists of the following parts:ŒæŒæPart I:Support to the Effective Implementation of the SNA/EPT(a)Œæ(i) The provision of Student Enrollment Grants for the carrying out of StudentŒæEnrollment Subprojects by SMCs; (ii) Œæthe provision of School Feeding Grants toŒæBeneficiary CBOs to finance School Feeding Subprojects; and (iii) theŒæacquisition, provision and delivery of school kits in schools outside the StudentŒæEnrollment Subprojects.ŒæŒæ(b)ŒæImproving public and non-public primary schools performance through,ŒæinterŒæalia:(i) the provision of training to in-service teachers; and (ii) the carrying outŒæof technical training activities to pre-service teachers to expand the supply ofŒæqualified teachers, including,Œæinter alia,the carrying out of the AcceleratedŒæTeacher Training Program and the recruitment of teacher educators byŒæBeneficiary IFMs, provided that contributions from other donors becomeŒæavailable as provided in Section 3.04 of this Agreement.ŒæŒæ(c)ŒæThe carrying out of civil works which consist of the reconstruction of schools inŒæareas affected by natural disasters and other Selected Areas, as approved by theŒæWorld Bank, provided that contributions from other donors become available asŒæprovided in Section 3.04 of this Agreement.ŒæŒæ(d)ŒæBuilding the institutional capacity of MENFP to improve service delivery andŒæoverall education governance, through,Œæinter alia:(i) the strengthening of theŒæMENFP¥Ë_s school inspectorate at the central and departmental levels, includingŒæthe provision of training to school inspectors; (ii) the provision of technicalŒæassistance to MENFP to improve its regulatory and policy making functions;Œæ(iii) the provision of intensive training and technical assistance to staff to enhanceŒæand expand the fiduciary capacity of MENFP; and (iv) the carrying out ofŒæcapacity building activities identified in the SNA/EPT. ŒæŒæPage Œæ76Part II:Sub-grants to Support Innovative Investments for the EffectiveŒæImplementation of the SNA/EPTSupporting Innovative Investments identified in the SNA/EPT, whichŒæinvestments consist of,Œæinter alia:(a) piloting approaches of curriculum delivery in anŒæaccelerated fashion for overage youth; (b) multi-grade classes teaching; (c) establishingŒæand implementing assessment systems for students and teachers; (d) carrying outŒæcommunity-based health and nutrition programs through schools and SelectedŒæCommunity Entities; (e)Œæstrengthening community involvement in the schoolŒæmanagement; (f) strengthening mechanisms for greater accountability of teachers andŒæschool directors to parents and other stakeholders in the education sector; andŒæ(g) providing technical assistance for the development of pedagogical instruction.",eff08b30f91e6c2c63666f380bf0a4bd,112,11220,11110.06,11120.05,11130.01,11220.01,11220.02,11220.03,11220.06,11320.06,12240.02,,,,,,,,,,,,,,,,,,,,,,,,
2424014,"Northeast Basic Education Project World Bank - International Bank for Reconstruction and Development (IBRD) Education (Primary education): 100 The objectives of the Northeast Basic Education Project, the Bank's fourth in the education sector in Brazil, are to improve the coverage, quality, and efficiency of basic education in the nine northeastern states, where basic education has been particularly deficient. It will assist the federal government, the states, and 248 selected municipalities to implement the first phase of a long-term national basic education development plan aimed at correcting imbalances in educational opportunities. The project provides for construction of classrooms, curricula development and production of textbooks and learning materials, training of teachers and supervisors, a pilot school meals program, strengthening of municipal education administration, and evaluation and school mapping studies. Project beneficiaries will include some 23,000 rural teachers and 2,000 supervisors to be upgraded during the project period, and about 800,000 students who will be affected annually at project completion by the various project components.",f27d7a9411f6f845b5bbf41ce5aa2904,112,11220,11110.06,11220.02,11220.03,11220.05,11220.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436443,"EDUCATIONAL DEVELOPMENT (PRIMARY) United States PROJECT ORIGINALLY CONCEIVED AS GRANT COMPONENT OF 5200192; BECAME SEPARATE PROJECT AND WAS ASSIGNED SEPARATE NUMBER 520193 WITH ISSUANCE OF PROP 6/25/78; BECAME 5200198 WITH PROP OF 7/17/70; PROJECT NUMBER FURTHER CHANGED TO 5200198.1 BY PROP OF 9/5/73. GRANT TO GOVERNMENT OF GUATEMALA SUPPORTS DEVELOPMENT OF 4 EXISTING STRUCTURES INTO PILOT SCHOOLS TO TEST TEACHING AND CURRICULAR REFORMS IN PRIMARY EDUCATION AIMED AT RURAL INDIAN AND LATINO POPULATIONS. EXISTING FACILITIES SUPPLEMENTED WITH LAND, EQUIPMENT AND BUILDINGS FOR INSTRUCTION IN AGRICULTURE, HEALTH, NUTRITION, HOME ECONOMICS AND SOCIAL SCIENCE AND INDUSTRIAL ARTS. INSTRUCTION IN MATH, NATURAL SCIENCE AND SOCIAL SCIENCE PROJECT CENTERED WITH RELEVANCE TO RURAL LIFE. OVERALL LEARNING SCHEME IS PRACTICAL, WITH STUDENTS PERFORMING AGRICULTURAL AND HOME ECONOMCS PROJECTS IN THE HOME. GENERAL COMMUNITY INVOLVEMENT SOUGHT THROUGH THIS MEANS AS WELL AS ADULT EVENING CLASSES AND AGRICULTURAL DEMONSTRATIONS. QUALIFIED TECHNICIANS IN AGRICULTURE, HEALTH AND NUTRITION SUPPLEMENT AND SUPPORT PILOT SCHOOL STAFF. 21 SUPPLEMENTARY PRIMARY TEXTS DEVELOPED TO CULTURAL AND GEOGRAPHIC DIFFERENCES. CONTROL SCHOOLS MATCHED WITH PILOT TO DETERMINE PILOT IMPACT. SCHOOLS WILL TEST CHANGES IN RURAL CURRICULUM, TEACHING AIDS ON ATTENDANCE, DROPOUT RATE; MEASURE POTENTIAL ROLE IN ADULT EDUCATION, PROVIDE CENTERS FOR INSERVICE TRAINING OF TEACHERS. PROAG 11/18/71 EXPANDS PROJECT SCOPE TO EMPHASIZE BILINGUAL INSTRUCTION OF INDIAN STUDENTS AND DEVELOPMENT OF BILINGUAL TEXTS AND TEACHING AIDS. PIO/T 4/28/71 CONTRACTS DEVELOPMENT OF AUDIO VISUAL MATERIAL FOR INSERVICE TRAINING OF PRIMARY TEACHERS. CONTRACTOR ALSO PREPARES STUDENT AND ADULT EDUCATION MATERIAL. PROAG 4/17/72 DISCUSSES SEPARATE ACTIVITY TO DESIGN IN CONJUNCTION WITH MINISTRY TASK FORCE, AN EXPERIMENTAL PROGRAM FOR LOW COST NON-FORMAL ADULT EDUCATION. ACTIVITY WILL STUDY ALTERNATIVE COMMUNICATIONS MEDIA, AVAILABILITY OF TRAINING PERSONNEL, CULTURAL FACTORS, ETC., AND WILL PROVIDE GROUND WORK FOR BROADER PROGRAMS WHICH MAY BE IMPLEMENTED.",f4817763c919c2051226c0a366a36072,112,11220,11110.06,11130.02,11130.03,11220.04,11230.01,11320.04,11330.02,,,,,,,,,,,,,,,,,,,,,,,,,,
2438380,"Girls' Access to Education United States Project to increase female access to education in Nepal by helping the Ministry of Education and Culture (MOEC) establish 30 women's education centers (WEC's) in rural areas and an internal Division for Women's Education (DWE). Replicable, community-based WEC's will be established in 30 rural communities in two remote districts having low female enrollment: Myagdi and Pyuthan. The WEC's, which will consist of single buildings built by voluntary labor and capable of acommodating 20 children and 2 teachers, will house two programs. (1) The parents who comprise local WEC Steering Committees (SC) will supervise a cooperative preschool program for boys and girls aged 6-10. To this end, the SC, with the help of DWE field coordinators and PCV's, will nominate local women to receive initial and ongoing training to enable them to serve as leaders in the pre-school program. These leaders will be paid by the project initially and from parents' contributions later on. (2) The WEC's will use a small program fund to support nonformal education activities - e.g., adult literacy programs, girls' clubs promoting health and nutrition, and infant care cooperatives - which address local disincentives to female education. It is expected that in due time the WEC's will serve as local resource centers for the extension and training activities of organizations in various development areas and as means of disseminating to the community development-related information provided both by these organizations and by the DWE. The project will help the MOEC establish a DWE to provide ongoing administrative support and policy development/guidance regarding female education. The DWE will monitor and evaluate ongoing programs and gather, analyze, and disseminate relevant information - e.g., on scholarships - to enable organizations to increase their percentage of female participants. To link DWE research to WEC operations, project personnel will establish a monitoring and evaluation system and develop curriculum and training programs at the preprimary level. The project will provide short-term, third-country training in early childhood education and in-country training for field coordinators, PCV's, and preschool leaders.",fa458b0a099d7b839e8caaff749e1d17,112,11220,11110.06,11220.03,11230.03,11240.01,12240.05,15150.02,11182.03,,,,,,,,,,,,,,,,,,,,,,,,,,
116558950,"Waaberi Primary School Project for 180 pupils Finland WAABERI PRIMARY SCHOOL PROJECT FOR 180 PUPILS A primary school for 180 pupils will be supported. The curriculum will be drawn, teaching materials bought and teachers hired. The traditional leaders, clan chiefs, and religious authorities as well as the government of Somalia will be integrated in the planning and activites of the school.",faa4d032256be36be1994f633aed350e,112,11220,11110.06,11220.01,11220.02,11220.05,15150.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425973,"Education Project World Bank - International Bank for Reconstruction and Development (IBRD) Education ((Historic)Education adjustment): 100 The proposed education system will consist of a five-year primary course and a three-year guidance cycle to be followed by a four-year diversified program. It will provide guidance by specially trained counsellors regarding careers and further education. In the last four years of secondary education, the new system will introduce a multilateral school with stress on practical and employment-oriented courses. The proposed project would finance modest numbers of each type of new school and four teacher training colleges and four faculties of education associated with their development. The project will also include the financing of the construction and expansion of six vocational and eight secondary agricultural schools. The project will provide technical assistance to help the government in formulating a long-term educational plan and in improving the efficiency of the educational institutions.",cc030c976271b82f545a759434e5e0fa,113,11330,11320.02,11320.03,11320.07,11330.02,31181.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424716,"Education Project (02) World Bank - International Bank for Reconstruction and Development (IBRD) Education (Secondary education): 100 The project will consist of: (a) buildings, furniture and equipment for the following institutions: the extension of 13 existing junior secondary schools; four new junior secondary schools; and a 'model agricultural center' containing crop and livestock facilities and a laboratory workshop to support agricultural teacher training at the Faculty of Agriculture at the University of Botswana and Swaziland; (b) professional services and technical assistance for the Program Unit including preparation of future projects.",cf48ef39d231da7ffbbc07830d526fcc,113,11320,11320.02,11320.03,11320.05,11320.07,31181.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402630,"Skill-based Human Resources Development (Phase I) Inter-American Development Bank (IADB) Skill-based Human Resources Development (Phase I) ($50.4 million loan from the OC): Technical assistance, teacher training and equipment and materials provided under this program will improve the employability and productivity of vocational school graduates. The aim is to strengthen links between training programs and the needs of the job market. Curricula in 48 vocational, technical, technological research and career education programs will be modified to incorporate a more skill-based and benchmark-oriented approach. School-business linkages will be enhanced through market research, the use of modern information systems, and more exchange programs between schools and business and industry. To upgrade and standardize worker skills, the program will support implementation of the Occupational Skills Standardization and Certification System in 10 key sectors of the economy, including the automotive industry, electronics, software, in-bond assembly (maquilas), tourism and construction.",cfd45a441219b9d5308a77f6953e9565,113,11330,11320.02,11320.05,11320.07,11330.02,32181.01,33210.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407576,"The Upgrading of the Secondary Technical Industrial Schools (Phase II) African Development Bank (AFDB) Improve the quality, relevance, and equity of technical secondary schoolstomatch international standards by upgrading the physical facilities,strengthening maintenance structure and system, and improving the quality of instruction and management strategies. The project will be imple-mented over a period of 5 years and will be financed by the ADB, the OPECFund (8.00), and the Government of Egypt (8.62). The ADB loan represents50.0 percent of the total cost of the project.",d0d0feb6e38ef7f0d455aeb991e77a91,113,11330,11320.02,11320.03,11330.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427973,"Educational Building Project Kuwait Objectives of the Project: The project aims at supporting the economic and social development of Guinea within the framework of the äóìEducation for Alläóù Programme, in order to meet the increasing demand for secondary education, and improve the efficiency of education facilities and to achieve equal opportunities in all regions of Guinea. Components of the Project: The project consists of the construction of 50 secondary schools containing 220 classrooms for 10000 students in various regions of the Country. The Project also includes the supply of school furniture and educational materials as well as training of secondary school teachers.",d76897ccb6fee00e63536d3fae783c0f,113,11320,11320.02,11320.03,11320.05,11320.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423550,"Education Project (05) World Bank - International Development Association (IDA) Education (Secondary education): 100 The Fifth Education Project will support the Government's program for expanding junior secondary education and providing education opportunities in rural areas. It will also improve secondary school maintenance. The project will include: (a) construction and equipping eight new junior secondary schools in rural areas; (b) strengthening the program for maintenance of secondary schools; and (c) project administration. The Norwegian Agency for International Development will provide 35 man-years of technical assistance for project administration and the school maintenance program. The eight new schools will provide over 3,120 additional student places and help arrest a decline in the percentage of students progressing from primary to junior secondary levels.",d8c0aeaa12a0f0eb5568c355c54c8406,113,11320,11320.02,11320.03,11320.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008553,Investment (letter of credit) United States Consulting and engineering services for vocational facilities,d93c40a32683947c78e04ef9f9d29675,113,11330,11320.02,11320.03,11330.01,11330.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421037,"TERTIARY EDUCATION World Bank - International Development Association (IDA) Education (Tertiary education): 90, Public Administration, Law, and Justice (Central government administration): 10 The project will support the first phase (1992-96) of the government's tertiary education reform program, with stress on: (a) attempted quality improvement in teaching and learning; (b) improvement management; (c) increased autonomy with accountability for the universities; and (d) a gradual expansion of enrollments. The two components of the project will be: (a) a central component for Ministry of Education (MOE) and proposed new boards for accreditation, admissions and examinations, consisitng of: (i) office equipment, computers, and vehicles, (ii) staff development, (iii) technical assistance, (iv) studies, and (v) assistance in project management; and (b) an institutional component for each of the three established universities, a proposed University College, and the six existing polytechnics, consisting of: (i) civil works, involving rehabilitation and selected new academic facilities, and facilities for non-resident students, (ii) essential laboratory and workshop equipment and equipment maintenance, (iii) core textbooks, library journals and reference books, (iv) computers, (v) vehicles, (vi) staff development, (vii) research funding (at the universities), and (viii) management and technical assistance.",003f401d692d2c93620672caec58ba82,114,11420,11420.02,11420.03,11420.05,11420.07,11430.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411193,"African Virtual University (AVU) Support Project African Development Fund (AFDF) (i) Establish Open, Distance and eLearning (ODeL) Capacity Development Centers and connectivity provision at African Virtual University (AVU) partner institutions; (ii) support a teacher training and development program; (iii) mainstream gender issues into AVU operations; and (iv) project management. The ADF grant will fund 90.7 percent of the total project cost with the AVU financing the rest. The expected duration of the project is 3 years.",01d85b914cf4694bee8e0683cd31b87f,114,11420,11420.02,11420.03,11420.05,11420.07,11420.04,11420.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438006,"MALAWI POLYTECHNIC United States Grant is provided to the Government of Malawi (GOM) to improve and expand the institutional capability of the University of Malawi's Polytechnic College to provide engineering personnel for the public and private sector. The project will be implemented by the GOM through the University of Malawi. The capability of the Polytechnic will be increased so that it can train and graduate 400 certificate, 75 diploma, and 25 degree holders annually by 1984, and so that it can provide consulting services to the engineering community. To this end, a contracted institution will provide four U.S. technicians for a total of 13 person-years to assist the Polytechnic in developing its engineering programs, and 55 person-years of degree training in the United States for 16 Malawians who will serve as instructors at the Polytechnic. Twelve of these are currently tutors and teaching assistants in four engineering disciplines at the Polytechnic. The others include two women on the polytechnic staff who will receive M.S.-level training; a senior staff member who will study for a Ph.D. in hydrology; and a counterpart for the project's career counsellor. USAID will provide funds for the construction of an 18,000 sq. ft. science building, a 26,000 sq. ft. library, and four 3-bedroom houses for senior staff, and will furnish science and library equipment and books. The British Overseas Development Agency and the European Development Fund are currently funding some teaching positions at the Polytechnic and have proposed grants to fund the construction and renovation of additional buildings. The African Development Fund also plans to contribute funds for equipment and building construction and renovation. The most direct beneficiaries of this project will be the individuals completing the new technician's and engineer's training, the employers of these engineering specialists, and those requiring engineering services and research. Indirect benefits may result for Malawi's estimated 5 million rural poor through the projects (roads, water and sewer, irrigation and hydro-power, rural electrification, etc.) requiring engineering specialists.",02c9e2d6cba822bed4a1d9bfe8888d75,114,11420,11420.02,11420.03,11420.05,11420.07,11420.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96957993,"Higher Education United States HIGHER EDUCATION Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs. [through ROCKEFE",05ddd12a94c5a6d6a29dad63a774538a,114,11420,11420.02,11420.07,11420.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93530141,"International Master's Program. Education and Development, National University of Laos. Thailand ????????????????????????????????????????? ???????????????????????????????????????????????????? Type: Development Project. Sector: Education. Project beneficiaries (total): Lao PDR. Associated Financing ('000 Thai Baht): Fellowship: No.: 5, Value: 1697.52. Expert/Mission Details: No.: 7, Value: 730.4.",05e002b21ddce7b6678962a34c6e9007,114,11420,11420.02,11420.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434921,"Rangoon University Liberal Arts College United States Project to help Rangoon University in Burma develop a new campus and physical plant, along with necessary faculty and support staff, for a liberal arts college accomodating 7,000 students. (CP65, p.8)",07aed456bf1501b8e32249387637c1fa,114,11420,11420.02,11420.03,11420.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421752,"Engineering & Technical Education Project World Bank - International Bank for Reconstruction and Development (IBRD) Education (Tertiary education): 95, Public Administration, Law, and Justice (Central government administration): 5 The proposed project focuses on strengthening Egypt's engineering and technical education under the Ministry of Higher Education. The objectives of the proposed project are: (a) to improve the quality and occupational relevance of university engineering education; and (b) to improve the quality of secondary and post-secondary technical education. To achieve these objectives, the project would comprise the following components: (a) an Engineering Education Development Program providing upgrading of facilities, laboratory equipment, instructional materials, and staff development to move existing university engineering faculties toward a more applied orientation through stronger linkages with industry, more relevant curricula and better qualified teaching staff; and (b) a Technical Teacher Education Program providing instructional equipment and technical assistance to initiate a new and reformed system for the professional preparation of high quality theory-cum-practice instructors to serve the secondary and post-secondary technical schools and institutes by establishing two new technical teacher training colleges.",08141d9708a63ab7f568a015ca79e1ef,114,11420,11420.02,11420.03,11420.05,11420.07,11430.02,11420.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097423,"Post-Secondary School Technical Education Inter-American Development Bank (IADB) HIGHER TECHN INSTITUTES This loan will improve the capacity of the Central American Institute of Technology (ITCA) to train mid-level technicians to meet the demand for technical manpower of the nation's productive sectors. The project has been divided into four components: äó¢Curriculum and Institutional Development.The curriculum will be revised and updated to bring it in line with the labor market's needs in mechanical, industrial, agricultural, and electrical engineering, food services, civil engineering and construction. Part of the industrial engineering curriculum will be geared to industrial garment-making and computers. It is estimated that women will represent more than 30 percent of the enrollment in this new area of study at ITCA. In addition, informal six-week training courses will be added to ITCA's program to help skilled workers expand their abilities. äó¢Equipment and Teaching Materials.The project will recondition or replace basic shop and laboratory equipment and provide furnishings and equipment to support the new areas of study. The library's services also will be expanded, including the purchase of 10,000 reference books, textbooks, and technical journals. äó¢Physical Plant. ITCA's buildings, damaged by the 1986 earthquake, will be repaired and remodeled. Shops for electrical and agricultural engineering as well as automotive studies will be expanded, and an auditorium and multipurpose room added. äó¢Student Loans. Students in technical courses and informal training who can demonstrate a need for financial assistance and meet the institution's admission and academic performance requirements will be eligible for student loans. ITCA is the only post-secondary technical education institute facility in El Salvador especially designed and equipped to train intermediate-level technicians for productive sector activities. This project will produce an additional 500 graduates every year, an important contribution to sectors currently affected by a shortage of technicians.",0cbdc57b007985429dab9d036526b6b6,114,11430,11420.02,11420.03,11430.02,32181.01,11420.06,11420.04,31181.01,,,,,,,,,,,,,,,,,,,,,,,,,,
1999538,"Support for University of Panama Inter-American Development Bank (IADB) Prog.of Improv.& Desc.of Univ.level Educ Support for University of Panama: The University of Panama is the oldest and largest higher education center in Panama. It has an enrollment of 40,000 students, of whom 28,000 are located at the central campus and the remainder in regional centers and extension programs. In 1981, the University established an Office of Research and Graduate Studies to train professionals to carry out national development plans and scientific and technological research. Some progress has been made in such research, but Panama imports much of the technology needed for its economic development. In 1986, the Bank approved a loan of $12 million from the inter-regional capital to strengthen the University and improve its scientific and technological research. The project includes the construction or expansion of nearly 13,000 square meters of buildings and installations at the Panama City campus and its provincial university centers; the development of about 72 lines of research; advanced training abroad at the master's and doctoral level for 26 professors; the creation of nine postgraduate courses; the purchase of equipment and materials, and the execution of an institutional support plan for the University. The program will concentrate on five basic areas: natural and exact sciences, engineering, medical sciences, agricultural sciences, and social sciences.",0d1db61ae4403cccf32dfb083ad1034c,114,11420,11420.02,11420.03,11420.05,11420.07,32181.01,11420.04,12181.01,31181.01,,,,,,,,,,,,,,,,,,,,,,,,,
53360721,"ADM. CAPACITY BUILDING/ AAU - BROMHEAD Norway ADM. CAPACITY BUILDING/ AAU - BROMHEAD A CONSULTANCY WITH THE INTENTION OF STRENGTHENING THE PROJECT MANAGEMENT CAPACITY OF THE UNIVERSITY. BASED ON THE RECOMMENDATION FROM THE CONSULTANCY, A NEW PROJECT MANAGEMENT CAPACITY COMPONENT SHOULD BE PRESENTED TO, AND FORMALLY APPROVED BY, THE FIRST",0e621d15ba7a568bb344a61213a5dcb5,114,11420,11420.02,11420.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
